RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53372813,20230524,M,20대,경기도,무응답,자기만족-즐거움을 위해,남는 시간을 보내기 위해,12,12,90,0,0,10,0,게임,어학-기술-자격증 취득,없음,없음,없음
53373068,20230524,M,60대,세종특별자치시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,4,4,40,0,0,40,20,쇼핑,가족-친지 만남,종교활동,영상 컨텐츠 시청,산책-걷기
53373239,20230524,M,50대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,0,8,50,0,0,50,0,영상 컨텐츠 시청,종교활동,없음,없음,없음
53373295,20230524,F,60대,인천광역시,300만원 미만,자기 계발을 위해,남는 시간을 보내기 위해,1,1,0,50,50,0,0,요리-베이킹,수다-잡담하기,음악 직접 활동 및 수강하기,없음,없음
53373338,20230524,M,40대,광주광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,6,30,0,30,40,0,어학-기술-자격증 취득,국내 여행,소풍-피크닉,없음,없음
53373542,20230524,M,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해,2,6,20,10,20,50,0,산책-걷기,줄넘기-맨손체조-스트레칭 직접 하기,없음,없음,없음
53373637,20230524,F,40대,충청남도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,12,10,15,25,50,0,어학-기술-자격증 취득,SNS -인터넷 커뮤니티 활동,연극-뮤지컬 관람,박물관 관람,산책-걷기
53373852,20230524,M,50대,전라북도,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,5,5,50,20,10,20,0,낮잠자기,캠핑-차박,쇼핑,친구-이성친구 만남,드라이브
53373864,20230524,F,50대,서울특별시,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해,3,4,10,50,20,20,0,독서,국내 여행,산책-걷기,볼링_ 당구-포켓볼 직접 하기,걷기-속보-조깅 직접 하기
53373939,20230524,M,50대,경기도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,5,10,30,0,0,60,헬스-보디빌딩 직접 하기,쇼핑,없음,없음,없음
53374026,20230524,M,50대,경상북도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,1,8,20,0,10,20,50,영화관 관람,요리-베이킹,해외 프로스포츠 영상 시청,없음,없음
53374074,20230524,F,50대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,1,20,0,30,50,0,쇼핑,산책-걷기,없음,없음,없음
53374144,20230524,F,30대,대구광역시,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,6,60,20,5,15,0,영상 컨텐츠 시청,게임,e스포츠 영상 시청,계모임-동창회-사교모임,무용 공연 관람
53374179,20230524,M,50대,경기도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해,2,6,100,0,0,0,0,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,없음,없음,없음
53374242,20230524,M,30대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,6,30,40,10,20,0,영화관 관람,기타 문화예술 직접 활동 및 수강하기,해외여행,없음,없음
53374571,20230524,F,50대,경상남도,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해,15,15,60,21,14,5,0,영상 컨텐츠 시청,게임,등산 직접 하기,국내 여행,요리-베이킹
53374625,20230524,F,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,3,6,70,20,5,5,0,게임,수집,수다-잡담하기,만화책 보기,영화관 관람
53374674,20230524,F,40대,충청북도,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해,4,12,40,10,40,10,0,드라이브,등산 직접 하기,독서,국내 여행,박물관 관람
53374733,20230524,M,30대,부산광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,6,90,0,0,10,0,해외여행,없음,없음,없음,없음
53374771,20230524,M,50대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,1,8,50,40,0,10,0,가족-친지 만남,골프 직접 하기,독서,자전거-싸이클-산악자전거 직접 타기,골프 영상 시청
53375000,20230524,M,60대,경상북도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,8,0,60,20,20,0,골프 직접 하기,걷기-속보-조깅 직접 하기,골프 영상 시청,없음,없음
53375064,20230524,M,60대,광주광역시,500이상700만원 미만,건강 관리를 위해,자기 계발을 위해,2,3,20,5,20,5,50,독서,영화관 관람,반려동물 돌보기,음악-라디오 감상,걷기-속보-조깅 직접 하기
53375317,20230524,F,30대,경기도,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해,0,1,100,0,0,0,0,소풍-피크닉,만화책 보기,없음,없음,없음
53375329,20230524,M,60대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,8,30,40,10,20,0,산책-걷기,종교활동,국내 프로스포츠 영상 시청,걷기-속보-조깅 직접 하기,국내 여행
53375451,20230524,M,20대,서울특별시,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해,1,10,0,80,0,20,0,헬스-보디빌딩 직접 하기,없음,없음,없음,없음
53375454,20230524,M,20대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해,5,10,50,20,0,30,0,게임,영화관 관람,없음,없음,없음
53375704,20230524,F,30대,전라북도,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,3,6,50,0,30,20,0,국내 여행,산책-걷기,가족-친지 만남,어학-기술-자격증 취득,맛집-카페 탐방
53375789,20230524,M,60대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,2,60,10,0,30,0,산책-걷기,국내 프로스포츠 영상 시청,국내 프로스포츠 현장 관람,맛집-카페 탐방,계모임-동창회-사교모임
53376020,20230524,M,20대,전라북도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,3,6,50,20,0,30,0,SNS -인터넷 커뮤니티 활동,반려동물 돌보기,영상 컨텐츠 시청,요리-베이킹,구기스포츠 직접 하기
53376268,20230524,M,30대,경상남도,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,5,30,10,10,50,0,온천-사우나-찜질방,산책-걷기,없음,없음,없음
53376280,20230524,F,50대,경상북도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,10,35,5,20,40,0,댄스스포츠 직접 하기,등산 직접 하기,반려동물 돌보기,요리-베이킹,없음
53376443,20230524,F,50대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,3,3,50,0,0,50,0,친구-이성친구 만남,독서,산책-걷기,종교활동,가족-친지 만남
53376515,20230524,F,60대,경기도,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,2,2,40,20,20,20,0,등산 직접 하기,산책-걷기,종교활동,없음,없음
53376852,20230524,M,60대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,5,50,20,0,30,0,친구-이성친구 만남,가족-친지 만남,낮잠자기,맛집-카페 탐방,국내 프로스포츠 영상 시청
53376856,20230524,M,60대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,12,40,20,10,30,0,친구-이성친구 만남,영상 컨텐츠 시청,드라이브,해외여행,국내 여행
53376938,20230524,F,50대,인천광역시,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해,2,7,40,0,20,40,0,반려동물 돌보기,종교활동,음악-라디오 감상,인테리어,산책-걷기
53377174,20230524,F,60대,부산광역시,300만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해,2,3,20,10,20,20,30,연극-뮤지컬 관람,없음,없음,없음,없음
53377230,20230524,F,60대,경기도,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,5,20,10,10,10,50,수다-잡담하기,종교활동,영화관 관람,없음,없음
53322292,20230531,F,40대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,7,40,10,10,40,0,종교활동,영화관 관람,산책-걷기,만화책 보기,영상 컨텐츠 시청
53322435,20230531,M,60대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,없음,2,2,50,10,20,20,0,걷기-속보-조깅 직접 하기,음주-유흥,사진 촬영,국내 프로스포츠 영상 시청,영상 컨텐츠 시청
53322452,20230531,F,50대,서울특별시,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,3,3,10,40,40,10,0,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,독서,음악 공연 관람,음악-라디오 감상
53322646,20230531,F,60대,경기도,700만원 이상,건강 관리를 위해,자기 계발을 위해,8,8,10,20,20,30,20,종교활동,미술 직접 활동 및 수강하기,낮잠자기,국내 여행,영화관 관람
53322685,20230531,F,50대,서울특별시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,5,100,0,0,0,0,산책-걷기,미술관-전시관 관람,소풍-피크닉,없음,없음
53322770,20230531,F,30대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,3,90,0,0,10,0,수다-잡담하기,낮잠자기,소풍-피크닉,게임,기타 취미-오락-휴식
53322903,20230531,F,60대,서울특별시,300이상500만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,3,20,30,0,50,0,미술 직접 활동 및 수강하기,없음,없음,없음,없음
53322905,20230531,M,50대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,1,1,30,0,50,20,0,친구-이성친구 만남,없음,없음,없음,없음
53323309,20230531,M,30대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,8,30,20,10,40,0,걷기-속보-조깅 직접 하기,등산 직접 하기,가족-친지 만남,친구-이성친구 만남,음주-유흥
53323400,20230531,M,50대,서울특별시,300만원 미만,자기 계발을 위해,건강 관리를 위해,5,12,30,50,20,0,0,걷기-속보-조깅 직접 하기,산책-걷기,쇼핑,음주-유흥,영상 컨텐츠 시청
53323589,20230531,M,40대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,6,40,60,0,0,0,쇼핑,해외 프로스포츠 영상 시청,국내 프로스포츠 현장 관람,보드게임-퍼즐-바둑-장기-체스 등,등산 직접 하기
53323767,20230531,F,60대,서울특별시,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,5,20,10,20,50,0,맛집-카페 탐방,요가-필라테스 직접 하기,산책-걷기,가족-친지 만남,걷기-속보-조깅 직접 하기
53323861,20230531,F,60대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,4,12,100,0,0,0,0,낮잠자기,산책-걷기,걷기-속보-조깅 직접 하기,요가-필라테스 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기
53323998,20230531,M,60대,서울특별시,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,8,8,40,60,0,0,0,걷기-속보-조깅 직접 하기,등산 직접 하기,산책-걷기,해외 프로스포츠 영상 시청,국내 프로스포츠 영상 시청
53324017,20230531,F,60대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,4,6,68,0,0,32,0,음악-라디오 감상,국내 여행,연극-뮤지컬 관람,미용,종교활동
53324076,20230531,F,60대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,4,5,20,15,15,50,0,가족-친지 만남,친구-이성친구 만남,걷기-속보-조깅 직접 하기,계모임-동창회-사교모임,산책-걷기
53324078,20230531,M,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,없음,1,10,60,5,5,30,0,게임,없음,없음,없음,없음
53324128,20230531,F,60대,서울특별시,700만원 이상,건강 관리를 위해,자기 계발을 위해,7,7,0,50,10,40,0,수영 직접 하기,계모임-동창회-사교모임,국내 여행,걷기-속보-조깅 직접 하기,쇼핑
53324297,20230531,F,50대,서울특별시,300만원 미만,대인 관계-교제를 위해,자기 계발을 위해,2,3,20,20,10,50,0,미술 직접 활동 및 수강하기,없음,없음,없음,없음
53324448,20230531,M,30대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,1,4,70,30,0,0,0,낮잠자기,헬스-보디빌딩 직접 하기,없음,없음,없음
53324455,20230531,M,20대,경기도,무응답,자기 계발을 위해,자기만족-즐거움을 위해,4,14,10,80,10,0,0,헬스-보디빌딩 직접 하기,드라이브,미술관-전시관 관람,음악-라디오 감상,영화관 관람
53324658,20230531,M,50대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,3,3,40,40,10,10,0,줄넘기-맨손체조-스트레칭 직접 하기,요리-베이킹,국내 프로스포츠 영상 시청,등산 직접 하기,낮잠자기
53324775,20230531,M,20대,서울특별시,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,3,5,20,30,40,10,0,쇼핑,없음,없음,없음,없음
53324844,20230531,M,60대,서울특별시,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해,3,8,60,30,0,10,0,산책-걷기,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,맛집-카페 탐방,등산 직접 하기
53324943,20230531,M,40대,서울특별시,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,3,7,50,20,0,30,0,영상 컨텐츠 시청,게임,산책-걷기,걷기-속보-조깅 직접 하기,친구-이성친구 만남
53325049,20230531,M,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,3,5,45,55,0,0,0,라켓스포츠 직접 하기,없음,없음,없음,없음
53325068,20230531,M,20대,충청남도,500이상700만원 미만,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,1,4,20,40,10,30,0,문학 행사 관람,친구-이성친구 만남,없음,없음,없음
53325514,20230531,F,20대,충청북도,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해,6,2,100,0,0,0,0,게임,없음,없음,없음,없음
53325546,20230531,M,50대,부산광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,5,0,50,20,30,0,등산 직접 하기,박물관 관람,볼링_ 당구-포켓볼 직접 하기,국내 프로스포츠 영상 시청,음주-유흥
53325737,20230531,F,50대,경기도,700만원 이상,자기 계발을 위해,마음의 안정-휴식을 위해,1,2,70,0,0,30,0,종교활동,겨울레저스포츠 직접 하기,없음,없음,없음
53325897,20230531,M,50대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,1,4,30,30,20,20,0,골프 직접 하기,드라이브,영상 컨텐츠 시청,산책-걷기,쇼핑
53325949,20230531,F,40대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,4,10,60,0,30,10,0,영화관 관람,온천-사우나-찜질방,소풍-피크닉,자전거-싸이클-산악자전거 직접 타기,걷기-속보-조깅 직접 하기
53326244,20230531,M,40대,부산광역시,무응답,자기만족-즐거움을 위해,대인 관계-교제를 위해,5,10,10,30,20,40,0,등산 직접 하기,온천-사우나-찜질방,캠핑-차박,산책-걷기,독서
53326386,20230531,M,60대,경상남도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,5,5,15,60,5,20,0,산책-걷기,온천-사우나-찜질방,국내 여행,등산 직접 하기,계모임-동창회-사교모임
53326442,20230531,F,30대,경상남도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,2,1,20,30,30,20,0,요리-베이킹,SNS -인터넷 커뮤니티 활동,전통예술 직접 활동 및 수강하기,드라이브,사진 촬영
53326505,20230531,F,40대,충청남도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,5,5,0,10,50,35,영상 컨텐츠 시청,영화관 관람,국내 여행,독서,SNS -인터넷 커뮤니티 활동
53326524,20230531,M,50대,부산광역시,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,2,50,20,20,10,0,반려동물 돌보기,낮잠자기,음악-라디오 감상,산책-걷기,어학-기술-자격증 취득
53326635,20230531,M,50대,대구광역시,700만원 이상,자기만족-즐거움을 위해,스트레스 해소를 위해,3,12,60,40,0,0,0,볼링_ 당구-포켓볼 직접 하기,없음,없음,없음,없음
53326664,20230531,F,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,남는 시간을 보내기 위해,6,3,30,30,20,20,0,국내 여행,걷기-속보-조깅 직접 하기,사회봉사활동,수영 직접 하기,수다-잡담하기
53326770,20230531,M,20대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,2,5,10,30,40,20,0,등산 직접 하기,게임,음악 직접 활동 및 수강하기,음주-유흥,헬스-보디빌딩 직접 하기
53326840,20230531,F,50대,경상남도,300이상500만원 미만,자기 계발을 위해,없음,2,2,10,30,30,10,20,독서,어학-기술-자격증 취득,수영 직접 하기,산책-걷기,줄넘기-맨손체조-스트레칭 직접 하기
53326851,20230531,M,60대,인천광역시,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해,3,5,10,30,20,40,0,종교활동,산책-걷기,골프 직접 하기,온천-사우나-찜질방,계모임-동창회-사교모임
53326956,20230531,M,60대,경기도,500이상700만원 미만,건강 관리를 위해,없음,1,2,20,70,0,10,0,수영 직접 하기,없음,없음,없음,없음
53327001,20230531,F,20대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,1,2,50,0,0,50,0,친구-이성친구 만남,보드게임-퍼즐-바둑-장기-체스 등,없음,없음,없음
53327024,20230531,F,30대,경기도,500이상700만원 미만,자기 계발을 위해,마음의 안정-휴식을 위해,3,6,30,20,30,20,0,SNS -인터넷 커뮤니티 활동,인테리어,쇼핑,사진 촬영,수다-잡담하기
53327085,20230531,F,50대,대전광역시,700만원 이상,대인 관계-교제를 위해,남는 시간을 보내기 위해,2,4,30,0,0,70,0,쇼핑,없음,없음,없음,없음
53327088,20230531,M,60대,경기도,500이상700만원 미만,건강 관리를 위해,대인 관계-교제를 위해,3,4,20,20,20,40,0,걷기-속보-조깅 직접 하기,볼링_ 당구-포켓볼 직접 하기,계모임-동창회-사교모임,갬블,국내 여행
53327103,20230531,M,30대,경기도,300만원 미만,스트레스 해소를 위해,자기 계발을 위해,2,2,30,30,10,30,0,음악-라디오 감상,없음,없음,없음,없음
53327300,20230531,F,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,3,3,45,5,10,40,0,맛집-카페 탐방,쇼핑,가족-친지 만남,영상 컨텐츠 시청,드라이브
53327355,20230531,M,40대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,2,20,30,10,40,0,가족-친지 만남,국내 여행,헬스-보디빌딩 직접 하기,없음,없음
53327514,20230531,F,60대,서울특별시,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,2,3,0,100,0,0,0,댄스스포츠 직접 하기,없음,없음,없음,없음
53327655,20230531,M,60대,인천광역시,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,1,1,80,20,0,0,0,산책-걷기,낮잠자기,음주-유흥,없음,없음
53327747,20230531,F,40대,경기도,300이상500만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,5,10,100,0,0,0,0,걷기-속보-조깅 직접 하기,게임,등산 직접 하기,산책-걷기,낮잠자기
53327777,20230531,F,30대,강원도,300만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해,2,8,10,20,50,20,0,친구-이성친구 만남,가족-친지 만남,걷기-속보-조깅 직접 하기,산책-걷기,독서
53327862,20230531,M,50대,인천광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,0,6,10,0,0,0,90,영화관 관람,영상 컨텐츠 시청,산책-걷기,낚시,종교활동
53327922,20230531,F,50대,충청남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,2,70,10,10,10,0,영화관 관람,드라이브,국내 여행,기타 관광-여행,테마파크-시설 방문
53328047,20230531,M,60대,경상남도,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,4,10,50,10,30,0,국내 여행,맛집-카페 탐방,계모임-동창회-사교모임,산책-걷기,가족-친지 만남
53328059,20230531,F,60대,서울특별시,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,2,50,25,10,15,0,국내 여행,가족-친지 만남,영화관 관람,계모임-동창회-사교모임,친구-이성친구 만남
53328321,20230531,M,60대,대구광역시,700만원 이상,자기 계발을 위해,대인 관계-교제를 위해,5,3,0,30,50,20,0,계모임-동창회-사교모임,국내 여행,맛집-카페 탐방,기타 자기계발-자기관리,전통예술 직접 활동 및 수강하기
53328537,20230531,M,60대,경기도,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해,4,10,30,30,20,20,0,어학-기술-자격증 취득,영화관 관람,없음,없음,없음
53328544,20230531,F,40대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해,3,7,50,0,20,30,0,쇼핑,영상 컨텐츠 시청,음주-유흥,맛집-카페 탐방,드라이브
53328628,20230531,M,20대,전라남도,무응답,대인 관계-교제를 위해,마음의 안정-휴식을 위해,0,9,10,0,0,90,0,게임,국내 프로스포츠 영상 시청,국내 프로스포츠 현장 관람,구기스포츠 직접 하기,없음
53328774,20230531,F,20대,대구광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,4,12,20,20,0,60,0,영상 컨텐츠 시청,만화책 보기,친구-이성친구 만남,국내 여행,없음
53328787,20230531,F,50대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,없음,12,12,80,0,20,0,0,낮잠자기,없음,없음,없음,없음
53328929,20230531,F,30대,경상북도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,6,0,0,0,50,50,산책-걷기,드라이브,친구-이성친구 만남,영상 컨텐츠 시청,종교활동
53329092,20230531,F,20대,인천광역시,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,2,4,30,30,0,40,0,드라이브,없음,없음,없음,없음
53329099,20230531,M,30대,경기도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,2,100,0,0,0,0,영상 컨텐츠 시청,산책-걷기,낮잠자기,맛집-카페 탐방,친구-이성친구 만남
53329410,20230531,F,40대,부산광역시,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,4,2,0,0,0,100,0,독서,없음,없음,없음,없음
53329411,20230531,M,30대,대구광역시,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,3,8,50,20,20,10,0,영상 컨텐츠 시청,맛집-카페 탐방,해외 프로스포츠 영상 시청,독서,영화관 관람
53329428,20230531,M,30대,경상북도,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,4,10,80,0,0,20,0,게임,영상 컨텐츠 시청,음악-라디오 감상,종교활동,요리-베이킹
53329438,20230531,F,20대,대전광역시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,10,80,0,0,20,0,영상 컨텐츠 시청,없음,없음,없음,없음
53329439,20230531,M,40대,경기도,300만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,4,0,0,0,0,100,걷기-속보-조깅 직접 하기,드라이브,없음,없음,없음
53329477,20230531,F,50대,광주광역시,300만원 미만,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,3,6,30,20,30,10,10,영상 컨텐츠 제작,없음,없음,없음,없음
53329488,20230531,F,50대,경기도,700만원 이상,대인 관계-교제를 위해,자기 계발을 위해,3,6,15,15,20,50,0,걷기-속보-조깅 직접 하기,친구-이성친구 만남,산책-걷기,줄넘기-맨손체조-스트레칭 직접 하기,수다-잡담하기
53329506,20230531,M,20대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,3,14,20,20,25,35,0,e스포츠 영상 시청,게임,국내 프로스포츠 영상 시청,없음,없음
53329530,20230531,F,40대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,12,15,40,20,10,30,0,맛집-카페 탐방,쇼핑,반려동물 돌보기,산책-걷기,친구-이성친구 만남
53329624,20230531,F,50대,충청북도,300만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해,6,6,50,10,20,20,0,등산 직접 하기,산책-걷기,독서,종교활동,걷기-속보-조깅 직접 하기
53330093,20230531,M,60대,강원도,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해,2,5,20,30,10,40,0,음악 직접 활동 및 수강하기,국내 여행,해외여행,종교활동,가족-친지 만남
53330634,20230531,M,20대,전라북도,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,6,50,5,5,40,0,게임,SNS -인터넷 커뮤니티 활동,낮잠자기,맛집-카페 탐방,없음
53330821,20230531,F,40대,서울특별시,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,8,0,90,0,10,0,0,반려동물 돌보기,게임,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,산책-걷기
53330944,20230531,M,50대,서울특별시,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,5,50,10,10,30,0,친구-이성친구 만남,등산 직접 하기,골프 직접 하기,없음,없음
53330984,20230531,M,20대,경기도,무응답,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,1,25,25,0,50,0,기타 관광-여행,없음,없음,없음,없음
53331396,20230531,F,20대,인천광역시,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,6,12,20,10,20,50,0,음악 공연 관람,국내 프로스포츠 영상 시청,친구-이성친구 만남,영화관 관람,골프 영상 시청
53331501,20230531,F,50대,경기도,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,2,3,40,50,0,10,0,골프 직접 하기,낮잠자기,국내 여행,산책-걷기,기타 스포츠-운동 직접하기
53331632,20230531,F,60대,울산광역시,500이상700만원 미만,자기만족-즐거움을 위해,없음,2,2,70,10,0,20,0,국내 여행,드라이브,없음,없음,없음
53331657,20230531,M,30대,경기도,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,3,0,30,30,10,30,0,SNS -인터넷 커뮤니티 활동,없음,없음,없음,없음
53331687,20230531,M,50대,강원도,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해,2,10,50,30,0,20,0,영상 컨텐츠 시청,해외 프로스포츠 영상 시청,걷기-속보-조깅 직접 하기,골프 영상 시청,골프 직접 하기
