응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,서울특별시여행관심값,경기도인천광역시여행관심값,부산광역시여행관심값,충청남도대전광역시여행관심값,충청북도여행관심값,경상남도울산광역시여행관심값,경상북도대구광역시여행관심값,전라남도광주광역시여행관심값,전라북도여행관심값,강원여행관심값,제주도여행관심값
53347085,20230508,M,30대,전라남도,300이상500만원 미만,4,3,4,3,2,2,2,2,3,3,3
53347340,20230508,F,40대,경상남도,300이상500만원 미만,1,1,1,1,1,1,1,1,1,1,1
53347382,20230508,F,60대,충청남도(세종시 포함),300이상500만원 미만,3,3,4,3,4,3,3,4,3,5,4
53348029,20230508,F,30대,전라남도,300만원 미만,3,3,3,3,3,3,3,3,3,3,3
53348471,20230508,M,20대,서울특별시,모름,3,3,4,1,2,1,4,1,1,3,4
53348914,20230508,F,60대,인천광역시,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53349257,20230508,M,20대,경기도,700만원 이상,4,4,4,3,3,4,3,3,3,3,3
53349318,20230508,F,50대,경기도,300이상500만원 미만,3,3,5,3,4,4,4,2,3,4,5
53349438,20230508,M,50대,경기도,300이상500만원 미만,3,1,3,3,3,3,3,3,3,1,3
53349638,20230508,M,20대,광주광역시,모름,4,3,4,3,3,3,3,3,3,4,5
53349707,20230508,F,30대,경상북도,700만원 이상,4,3,3,3,3,3,3,3,3,4,2
53349954,20230508,F,20대,인천광역시,300만원 미만,3,3,4,3,4,2,2,4,3,4,5
53350127,20230508,F,20대,경기도,500이상700만원 미만,3,3,3,3,3,4,2,2,2,4,3
53350203,20230508,M,30대,서울특별시,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53350238,20230508,F,60대,부산광역시,700만원 이상,4,3,2,4,4,3,3,4,4,4,5
53350321,20230508,M,50대,서울특별시,300이상500만원 미만,3,3,5,3,2,3,4,2,2,2,5
53350565,20230508,F,60대,경기도,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53350578,20230508,M,50대,서울특별시,300이상500만원 미만,3,3,4,3,3,3,3,3,3,3,3
53350602,20230508,M,50대,경기도,300이상500만원 미만,1,1,1,1,1,1,1,2,2,2,1
53350741,20230508,F,60대,충청북도,700만원 이상,3,3,4,4,4,4,3,3,4,3,4
53350898,20230508,M,50대,서울특별시,300이상500만원 미만,4,4,3,1,1,1,1,1,1,5,3
53350909,20230508,M,60대,경상북도,300이상500만원 미만,3,3,3,4,4,3,3,4,3,4,4
53351030,20230508,F,50대,경기도,700만원 이상,3,5,5,4,3,3,3,3,3,3,5
53351892,20230508,M,50대,경상남도,700만원 이상,3,3,3,4,3,4,3,2,3,4,5
53352113,20230508,F,60대,전라북도,300이상500만원 미만,3,2,3,3,3,3,3,3,3,3,2
53352151,20230508,F,60대,충청북도,300만원 미만,3,2,3,2,3,3,3,3,1,3,3
53352747,20230508,M,30대,서울특별시,700만원 이상,5,5,5,4,4,4,4,4,3,4,5
53353231,20230508,F,40대,울산광역시,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53353351,20230508,F,60대,경기도,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53353451,20230508,F,30대,전라남도,500이상700만원 미만,5,3,5,4,3,3,3,3,4,5,4
53353716,20230508,F,60대,광주광역시,700만원 이상,3,4,4,3,3,3,3,4,4,4,4
53353734,20230508,M,20대,전라북도,모름,3,3,3,3,3,3,3,3,3,3,3
53353782,20230508,M,50대,서울특별시,700만원 이상,3,3,3,4,3,2,2,4,4,4,2
53354462,20230508,M,50대,서울특별시,500이상700만원 미만,3,4,2,3,4,1,3,4,4,5,1
53354755,20230508,M,50대,서울특별시,모름,3,2,4,2,2,3,3,2,2,4,1
53355257,20230508,F,50대,강원도,700만원 이상,4,4,4,3,2,3,4,2,3,3,4
53355378,20230508,F,60대,서울특별시,300이상500만원 미만,3,4,3,4,4,4,4,3,2,3,3
53355700,20230508,M,50대,경기도,500이상700만원 미만,3,2,3,3,3,3,1,2,3,2,3
53356170,20230508,F,20대,대구광역시,500이상700만원 미만,5,3,4,4,3,3,3,4,4,3,4
53357196,20230508,M,40대,충청남도(세종시 포함),500이상700만원 미만,3,3,4,3,3,3,3,3,3,5,3
53357335,20230508,F,20대,경기도,모름,3,3,4,3,3,3,4,3,3,4,4
53357636,20230508,F,50대,충청남도(세종시 포함),700만원 이상,4,2,2,2,4,3,3,4,3,3,4
53358822,20230508,F,60대,강원도,500이상700만원 미만,3,3,3,3,3,3,4,2,2,3,4
53358848,20230508,F,40대,충청북도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53359157,20230508,F,20대,경기도,700만원 이상,3,3,4,1,1,1,1,1,1,3,4
53359420,20230508,M,50대,경상북도,500이상700만원 미만,3,3,3,3,3,4,4,3,3,3,4
53359818,20230508,M,40대,부산광역시,300이상500만원 미만,2,2,3,2,2,3,3,4,4,2,3
53359928,20230508,F,40대,경상남도,300이상500만원 미만,5,3,4,3,3,5,3,3,3,5,5
53360364,20230508,F,50대,전라남도,500이상700만원 미만,3,3,3,3,3,3,3,3,3,4,4
53360706,20230508,M,60대,경기도,500이상700만원 미만,2,2,4,2,3,3,3,2,2,3,3
53360816,20230508,F,40대,경상북도,500이상700만원 미만,4,3,3,3,3,3,3,4,3,4,2
53361066,20230508,M,30대,대구광역시,300이상500만원 미만,2,2,4,3,3,3,3,3,3,4,3
53361270,20230508,F,50대,경기도,300이상500만원 미만,2,3,4,4,4,4,4,4,4,4,4
53361586,20230508,F,60대,경기도,700만원 이상,3,3,3,3,3,3,3,4,4,4,4
53361672,20230508,F,50대,경상남도,700만원 이상,3,3,4,2,2,4,3,2,2,2,4
53362599,20230508,M,40대,경상남도,700만원 이상,1,3,4,4,3,2,2,3,2,3,5
53362752,20230508,F,40대,경상북도,500이상700만원 미만,4,3,3,3,3,1,4,3,3,1,4
53363521,20230508,F,40대,서울특별시,700만원 이상,3,2,4,2,2,3,2,2,2,3,4
53363542,20230508,M,20대,인천광역시,모름,4,3,4,3,3,4,3,3,3,3,5
53364397,20230508,F,50대,경기도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53365287,20230508,M,60대,경기도,500이상700만원 미만,2,2,2,2,3,1,2,5,4,5,5
53365322,20230508,F,30대,경상북도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53365373,20230508,F,50대,부산광역시,300이상500만원 미만,3,3,3,3,3,3,3,3,4,3,3
53365571,20230508,F,30대,충청남도(세종시 포함),700만원 이상,2,2,4,2,3,3,3,2,3,4,4
53365758,20230508,F,50대,충청남도(세종시 포함),700만원 이상,2,1,4,2,4,1,2,4,4,4,4
53366078,20230508,F,60대,경기도,500이상700만원 미만,3,1,4,3,2,3,4,4,3,4,4
53366447,20230508,M,40대,전라북도,300이상500만원 미만,3,3,4,3,3,3,3,3,3,4,5
53366449,20230508,M,50대,서울특별시,500이상700만원 미만,3,3,4,2,2,2,2,3,2,3,5
53366736,20230508,M,30대,대전광역시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53367156,20230508,F,50대,경기도,700만원 이상,3,3,4,3,3,4,3,4,3,3,5
53367767,20230508,M,60대,경기도,300이상500만원 미만,4,3,3,3,3,4,4,3,3,4,4
53368339,20230508,M,50대,부산광역시,500이상700만원 미만,4,3,3,3,3,3,3,4,4,3,3
53368398,20230508,F,20대,대구광역시,모름,2,2,3,5,3,3,3,4,3,3,2
53368402,20230508,M,30대,충청북도,300만원 미만,1,1,1,1,1,1,1,1,1,1,1
53368721,20230508,F,60대,경기도,500이상700만원 미만,1,2,2,2,2,2,2,2,2,2,2
53368736,20230508,F,60대,충청남도(세종시 포함),700만원 이상,3,2,3,2,2,3,3,3,3,3,3
53369845,20230508,F,30대,인천광역시,500이상700만원 미만,3,3,5,3,3,3,3,5,5,5,5
53369853,20230508,M,40대,서울특별시,700만원 이상,3,3,2,1,2,2,1,1,1,4,4
53369869,20230508,M,50대,서울특별시,700만원 이상,3,4,4,3,3,3,3,4,3,2,4
53370883,20230508,F,20대,광주광역시,모름,1,3,4,1,1,1,1,3,1,5,4
53371554,20230508,F,50대,충청남도(세종시 포함),300이상500만원 미만,3,4,3,2,3,4,4,5,4,5,3
53371840,20230508,F,50대,대전광역시,700만원 이상,3,3,3,4,3,3,3,2,2,4,3
53371929,20230508,M,50대,경기도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53372322,20230508,M,50대,전라남도,500이상700만원 미만,3,3,4,3,3,3,3,3,3,4,4
53372929,20230508,M,50대,경기도,300만원 미만,2,3,3,5,5,4,1,2,2,3,4
53373015,20230508,M,30대,대구광역시,300만원 미만,4,2,4,2,2,4,3,1,3,4,4
53373749,20230508,M,50대,경상남도,300이상500만원 미만,5,5,5,5,5,5,5,5,5,5,5
53373901,20230508,M,30대,충청남도(세종시 포함),300이상500만원 미만,4,4,4,2,3,4,3,3,3,4,3
53374138,20230508,F,60대,대구광역시,300이상500만원 미만,3,4,3,2,2,2,2,4,4,4,4
53374170,20230508,F,20대,인천광역시,모름,4,4,4,4,4,2,2,4,4,4,4
53374288,20230508,M,20대,충청북도,300만원 미만,3,3,2,4,3,3,3,4,4,4,1
53374830,20230508,F,40대,전라북도,300이상500만원 미만,3,2,3,2,3,3,4,2,2,4,3
53375766,20230508,F,50대,전라북도,500이상700만원 미만,4,3,3,3,3,4,3,2,2,3,3
53375860,20230508,M,20대,서울특별시,700만원 이상,1,1,4,1,1,1,2,5,5,1,4
53375902,20230508,F,60대,경기도,300만원 미만,5,5,4,3,4,3,2,3,3,4,5
53376056,20230508,M,40대,서울특별시,300만원 미만,3,3,4,3,2,2,3,3,2,3,4
53376218,20230508,F,60대,서울특별시,700만원 이상,3,3,4,3,3,3,3,3,3,4,3
53376267,20230508,M,20대,부산광역시,300만원 미만,3,3,3,3,3,3,3,3,3,3,5
53376953,20230508,M,50대,전라북도,500이상700만원 미만,4,3,3,3,3,3,3,3,3,3,3
363426,20230501,F,60대,경상북도,300만원 미만,4,4,4,3,2,3,3,4,4,3,4
333353,20230501,F,60대,경상북도,700만원 이상,4,2,4,3,3,4,4,4,3,2,2
399199,20230501,F,60대,경상북도,700만원 이상,3,3,4,3,3,3,4,3,3,3,4
53359433,20230501,F,50대,경기도,500이상700만원 미만,3,3,2,3,3,1,1,3,4,4,3
53328319,20230501,F,50대,경기도,300이상500만원 미만,3,3,3,3,2,2,3,2,2,4,4
53337064,20230501,F,50대,경기도,500이상700만원 미만,3,4,2,3,3,3,4,4,4,3,3
53375734,20230501,F,50대,경기도,300이상500만원 미만,3,4,4,4,4,4,4,4,4,4,5
53371118,20230501,F,50대,경기도,300만원 미만,5,3,4,3,3,2,3,4,3,4,5
53368648,20230501,F,50대,부산광역시,500이상700만원 미만,5,3,3,3,3,2,3,3,3,3,3
53350856,20230501,F,50대,부산광역시,700만원 이상,4,3,3,3,3,3,4,5,4,3,3
53335550,20230501,F,50대,부산광역시,700만원 이상,3,3,3,3,3,4,4,3,3,2,4
53332324,20230501,F,50대,울산광역시,500이상700만원 미만,5,5,5,3,2,5,3,3,3,5,5
53368047,20230501,F,40대,서울특별시,500이상700만원 미만,3,3,4,3,3,3,3,3,3,3,4
53323956,20230501,F,40대,서울특별시,300이상500만원 미만,5,4,3,2,4,2,3,3,2,4,3
53364873,20230501,F,40대,서울특별시,300이상500만원 미만,3,3,4,4,3,4,3,4,3,4,3
53337528,20230501,F,40대,서울특별시,700만원 이상,2,3,4,2,3,4,3,2,3,3,1
53353184,20230501,F,40대,서울특별시,700만원 이상,2,4,3,3,4,3,3,3,3,3,3
53328987,20230501,F,40대,서울특별시,500이상700만원 미만,2,3,4,2,4,4,2,3,2,3,1
53334445,20230501,F,40대,경상북도,500이상700만원 미만,4,2,4,3,3,3,3,3,3,4,5
53358978,20230501,F,30대,경기도,700만원 이상,4,3,4,3,3,3,3,3,3,5,4
53365946,20230501,F,30대,경기도,500이상700만원 미만,3,3,4,3,3,3,3,4,3,3,5
53340675,20230501,F,30대,경기도,500이상700만원 미만,3,2,4,4,3,4,3,3,3,4,4
53327713,20230501,F,30대,경기도,700만원 이상,3,3,4,3,4,4,3,2,3,4,2
53338099,20230501,F,30대,경기도,300이상500만원 미만,3,3,3,3,3,1,3,3,3,3,2
53366456,20230501,F,30대,대구광역시,300만원 미만,5,1,5,1,1,5,5,1,1,5,5
53362833,20230501,F,30대,광주광역시,300만원 미만,2,3,4,5,4,3,3,3,3,4,3
53342501,20230501,F,20대,서울특별시,모름,3,3,3,3,3,3,3,3,3,3,3
53322749,20230501,F,20대,서울특별시,모름,3,4,4,2,2,3,3,3,3,4,5
53364111,20230501,F,20대,대구광역시,300이상500만원 미만,4,3,3,3,4,3,3,4,4,4,3
53358657,20230501,M,60대,경상북도,300이상500만원 미만,1,3,3,3,3,3,3,2,2,3,2
53346954,20230501,M,60대,경상북도,300이상500만원 미만,3,3,4,3,3,4,4,3,3,3,4
53336368,20230501,M,50대,인천광역시,300이상500만원 미만,4,4,4,4,4,4,4,4,4,4,4
53350386,20230501,M,50대,인천광역시,700만원 이상,4,3,4,3,4,3,4,3,3,3,2
53338181,20230501,M,50대,충청남도(세종시 포함),500이상700만원 미만,2,2,2,2,2,3,2,3,2,3,3
53328060,20230501,M,50대,충청남도(세종시 포함),500이상700만원 미만,1,1,2,1,4,4,2,2,4,2,4
53324078,20230501,M,40대,서울특별시,500이상700만원 미만,3,3,4,3,3,3,3,3,3,3,3
53323788,20230501,M,40대,서울특별시,700만원 이상,1,1,4,1,2,3,3,2,2,3,3
53324856,20230501,M,40대,서울특별시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53377043,20230501,M,40대,경기도,모름,1,1,3,1,1,1,1,1,1,1,1
53350257,20230501,M,40대,경기도,700만원 이상,3,3,4,3,3,3,3,3,3,3,4
53345222,20230501,M,40대,경기도,500이상700만원 미만,3,3,3,3,3,4,3,3,3,4,1
53355421,20230501,M,40대,경기도,500이상700만원 미만,3,3,4,3,3,3,3,3,3,4,5
53349379,20230501,M,40대,경기도,500이상700만원 미만,3,3,2,2,3,2,2,2,2,3,4
53348481,20230501,M,40대,경기도,700만원 이상,2,2,3,3,3,2,2,3,3,3,3
53361161,20230501,M,40대,경기도,700만원 이상,3,4,4,4,2,3,3,3,3,3,4
53327029,20230501,M,40대,경기도,700만원 이상,1,4,1,4,3,1,1,1,1,3,1
53332828,20230501,M,40대,경기도,500이상700만원 미만,5,4,5,3,3,4,2,4,3,4,4
53355377,20230501,M,40대,경기도,700만원 이상,4,3,3,3,3,3,3,4,3,4,3
53329272,20230501,M,40대,경기도,300이상500만원 미만,3,3,4,3,3,3,3,3,3,4,4
53344181,20230501,M,40대,경기도,700만원 이상,4,3,5,5,4,4,4,3,4,5,5
53350607,20230501,M,40대,경상남도,300이상500만원 미만,1,1,2,2,2,3,2,2,2,3,1
53326533,20230501,M,40대,경상남도,300이상500만원 미만,5,3,2,3,2,3,2,4,4,3,2
53334728,20230501,M,40대,경상남도,700만원 이상,5,3,4,4,3,3,3,3,3,5,3
53357472,20230501,M,30대,서울특별시,300이상500만원 미만,3,3,2,2,1,1,1,1,1,1,2
53332081,20230501,M,30대,서울특별시,300만원 미만,3,3,3,3,3,3,3,3,3,3,4
53344392,20230501,M,30대,충청북도,300이상500만원 미만,3,3,3,3,1,3,3,3,3,3,4
53323480,20230501,M,20대,서울특별시,700만원 이상,3,3,4,4,3,2,3,3,3,4,1
53323483,20230501,M,20대,서울특별시,300이상500만원 미만,3,3,4,4,3,3,3,3,3,3,3
53324536,20230501,M,20대,서울특별시,모름,3,3,3,3,3,3,3,3,3,3,3
340985,20230501,M,20대,서울특별시,300이상500만원 미만,2,3,3,3,3,4,3,3,3,4,4
53324323,20230501,M,20대,서울특별시,300이상500만원 미만,2,1,1,4,3,1,2,4,4,2,1
425975,20230501,M,20대,서울특별시,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53359531,20230501,M,20대,서울특별시,300만원 미만,3,3,3,3,3,3,3,3,3,3,3
34346,20230501,F,60대,대구광역시,500이상700만원 미만,3,3,3,4,3,3,3,4,3,3,3
37301,20230501,F,60대,대구광역시,300이상500만원 미만,4,4,4,3,3,3,4,3,3,4,4
45209,20230501,F,60대,강원도,700만원 이상,3,5,3,4,4,2,2,4,4,3,4
201959,20230501,F,60대,대구광역시,300이상500만원 미만,3,4,3,4,3,3,3,4,3,4,5
309360,20230501,F,60대,대구광역시,300이상500만원 미만,3,4,4,3,3,3,4,4,4,4,3
312036,20230501,F,60대,대구광역시,300이상500만원 미만,3,3,3,1,2,3,3,1,2,4,5
318927,20230501,F,60대,전라남도,300이상500만원 미만,4,2,4,3,3,3,2,3,2,2,3
429163,20230501,M,20대,경기도,700만원 이상,5,3,5,5,4,3,3,3,3,3,4
429502,20230501,M,20대,제주도,300이상500만원 미만,2,2,2,2,3,3,3,2,3,2,2
430752,20230501,F,20대,전라남도,300이상500만원 미만,4,1,4,1,1,1,4,4,1,1,4
447317,20230501,F,60대,대구광역시,700만원 이상,5,5,5,4,4,5,5,5,4,5,5
450261,20230501,M,20대,인천광역시,700만원 이상,4,4,2,3,4,3,3,3,3,3,3
451823,20230501,M,20대,인천광역시,300만원 미만,1,4,1,2,3,2,3,3,2,3,2
452760,20230501,F,60대,전라남도,500이상700만원 미만,3,3,2,3,3,2,2,5,2,3,4
53322935,20230501,F,50대,서울특별시,300만원 미만,3,3,3,3,3,1,1,4,4,3,3
53322969,20230501,M,60대,서울특별시,300이상500만원 미만,4,4,4,3,3,3,3,3,3,4,4
53323059,20230501,M,50대,서울특별시,700만원 이상,4,3,3,3,3,2,2,4,2,4,4
53323785,20230501,M,60대,서울특별시,300만원 미만,3,3,3,3,3,3,3,3,3,3,3
53323865,20230501,M,60대,서울특별시,300이상500만원 미만,3,4,5,3,4,3,3,5,4,4,5
53323923,20230501,F,50대,서울특별시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53324593,20230501,M,50대,서울특별시,300이상500만원 미만,1,1,2,1,1,1,1,1,1,2,1
53324670,20230501,F,50대,서울특별시,300이상500만원 미만,4,3,3,3,1,2,3,5,4,1,1
53324918,20230501,F,50대,서울특별시,300이상500만원 미만,3,2,3,1,1,4,1,1,2,5,5
53325513,20230501,M,60대,울산광역시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53326175,20230501,F,40대,대구광역시,300만원 미만,3,1,3,1,2,1,1,2,2,4,3
53326232,20230501,M,30대,울산광역시,300이상500만원 미만,1,1,4,1,3,4,4,1,1,4,1
53326343,20230501,M,60대,경기도,500이상700만원 미만,3,3,3,3,3,4,3,3,4,4,4
53326348,20230501,F,60대,부산광역시,300이상500만원 미만,3,2,3,3,2,3,2,2,2,3,4
53327630,20230501,M,50대,대전광역시,700만원 이상,5,3,4,4,3,3,3,2,3,4,5
53327942,20230501,F,20대,전라북도,300이상500만원 미만,4,4,3,4,3,3,4,3,3,3,3
53328471,20230501,F,20대,경상남도,모름,4,2,4,3,2,4,2,3,3,2,3
53328525,20230501,F,40대,광주광역시,모름,3,3,3,1,1,1,1,1,2,2,4
53328650,20230501,M,50대,경기도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53328770,20230501,F,30대,서울특별시,700만원 이상,2,2,4,3,3,3,3,3,3,3,2
53329624,20230501,F,50대,충청북도,300만원 미만,3,2,1,2,2,3,3,4,2,3,1
53330309,20230501,M,20대,전라남도,500이상700만원 미만,5,4,5,4,3,2,3,2,2,3,5
53330686,20230501,F,20대,경기도,700만원 이상,4,3,4,2,2,2,2,2,3,4,4
53330949,20230501,M,30대,경상남도,500이상700만원 미만,1,1,1,1,1,1,1,1,1,1,1
53330987,20230501,F,20대,경기도,300이상500만원 미만,2,3,4,3,3,4,3,3,3,3,3
53331180,20230501,M,60대,인천광역시,300이상500만원 미만,3,3,2,3,3,2,3,2,3,3,2
53331241,20230501,F,40대,경기도,300만원 미만,1,5,1,3,1,1,1,5,5,2,3
53331253,20230501,M,30대,대구광역시,700만원 이상,4,4,2,4,3,3,3,3,3,3,2
53331324,20230501,M,40대,인천광역시,300이상500만원 미만,1,3,3,3,3,4,3,3,3,4,3
53331343,20230501,F,20대,경기도,300이상500만원 미만,2,2,3,2,2,1,3,2,2,2,4
53331931,20230501,F,20대,경상북도,300만원 미만,3,3,3,4,3,4,3,3,3,4,3
53332235,20230501,M,30대,광주광역시,300만원 미만,5,4,3,2,2,2,4,2,4,4,4
53332445,20230501,F,50대,전라북도,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53332862,20230501,F,40대,경기도,700만원 이상,3,4,3,3,3,3,3,3,3,3,4
53333257,20230501,F,20대,광주광역시,700만원 이상,4,2,5,2,2,5,4,3,3,2,5
53333323,20230501,F,30대,서울특별시,500이상700만원 미만,3,3,3,3,3,5,3,3,3,3,2
53333867,20230501,F,20대,인천광역시,500이상700만원 미만,3,2,3,4,2,4,3,3,3,2,3
53333909,20230501,F,50대,광주광역시,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53334066,20230501,M,40대,경상북도,모름,3,3,3,3,3,3,3,3,3,3,3
53334579,20230501,M,20대,경기도,모름,1,3,5,1,1,1,1,1,3,4,5
53334812,20230501,F,30대,충청남도(세종시 포함),모름,3,3,3,3,3,3,3,3,3,3,3
53335414,20230501,F,40대,인천광역시,500이상700만원 미만,3,3,4,3,3,4,3,3,3,4,4
53335611,20230501,F,30대,서울특별시,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53336731,20230501,M,20대,전라남도,300만원 미만,1,1,1,1,1,1,1,1,1,1,1
53338080,20230501,F,20대,경기도,300만원 미만,3,4,3,3,3,3,3,3,2,3,4
53338382,20230501,M,50대,부산광역시,700만원 이상,3,3,2,3,3,3,3,3,3,4,4
53338598,20230501,F,60대,인천광역시,700만원 이상,2,3,4,3,3,3,2,4,3,4,3
53338964,20230501,F,20대,강원도,700만원 이상,3,4,4,4,2,4,4,3,2,3,2
53339595,20230501,M,50대,서울특별시,500이상700만원 미만,3,3,4,1,1,1,1,1,1,2,4
53339653,20230501,M,40대,충청북도,500이상700만원 미만,4,3,4,3,3,4,3,3,3,4,5
53339780,20230501,F,40대,전라남도,300이상500만원 미만,5,5,5,4,3,4,3,5,4,5,5
53339924,20230501,M,50대,경상남도,300만원 미만,3,2,3,2,2,4,3,4,2,4,4
53340125,20230501,F,20대,울산광역시,모름,4,3,3,3,3,3,2,3,3,4,2
53340551,20230501,F,30대,경상남도,700만원 이상,5,3,3,4,3,3,4,4,3,5,5
53340747,20230501,M,30대,충청남도(세종시 포함),500이상700만원 미만,2,3,3,3,3,2,3,4,4,4,4
53340971,20230501,M,30대,경기도,300이상500만원 미만,1,1,4,1,1,1,1,1,4,1,5
53341101,20230501,F,20대,경기도,700만원 이상,1,1,1,1,3,4,3,3,3,1,3
53341704,20230501,F,40대,경기도,500이상700만원 미만,1,1,3,1,1,1,2,3,1,1,1
53341966,20230501,M,50대,대구광역시,700만원 이상,3,3,4,3,3,3,3,4,3,4,4
53343512,20230501,M,50대,전라북도,300이상500만원 미만,2,2,2,2,2,1,1,3,3,2,2
53343685,20230501,M,50대,경기도,500이상700만원 미만,3,3,3,3,3,4,3,4,3,3,3
53344363,20230501,M,60대,충청북도,700만원 이상,3,3,3,3,3,3,3,2,2,3,3
53344440,20230501,M,30대,인천광역시,500이상700만원 미만,3,4,3,4,3,3,3,3,3,3,2
53344801,20230501,M,50대,경기도,700만원 이상,4,3,5,4,4,3,3,1,4,4,5
53344882,20230501,F,40대,부산광역시,700만원 이상,5,5,5,5,5,5,5,5,5,5,5
53345000,20230501,F,40대,부산광역시,500이상700만원 미만,3,3,3,3,3,4,3,3,4,4,2
53345087,20230501,F,60대,인천광역시,500이상700만원 미만,2,2,4,3,3,3,3,3,3,4,3
53345687,20230501,F,60대,제주도,300이상500만원 미만,4,4,4,3,2,3,3,2,2,4,4
53345851,20230501,M,50대,경기도,300이상500만원 미만,3,3,4,3,3,3,3,3,3,4,4
53346120,20230501,M,40대,충청북도,500이상700만원 미만,2,3,3,3,2,1,1,3,3,3,2
53346620,20230501,M,50대,충청북도,300이상500만원 미만,1,2,3,2,3,2,1,3,2,4,2
53346653,20230501,F,40대,인천광역시,500이상700만원 미만,1,3,4,2,3,2,2,4,4,3,3
53347577,20230501,M,40대,충청남도(세종시 포함),500이상700만원 미만,3,3,4,3,3,3,3,3,3,4,4
53347935,20230501,F,20대,충청남도(세종시 포함),700만원 이상,4,3,3,3,2,3,3,3,3,4,4
53347958,20230501,F,30대,서울특별시,500이상700만원 미만,5,4,4,2,3,3,3,3,2,4,4
53348216,20230501,M,40대,전라북도,700만원 이상,5,5,5,5,5,1,1,5,5,5,5
53348404,20230501,F,30대,경상남도,700만원 이상,3,3,3,3,3,3,3,3,3,4,2
53348433,20230501,F,20대,경상남도,모름,4,3,3,4,3,3,4,3,3,4,4
53348473,20230501,F,30대,부산광역시,모름,3,3,3,3,3,4,3,4,4,3,4
53348892,20230501,F,50대,서울특별시,500이상700만원 미만,3,3,4,3,3,3,3,3,4,3,4
53349181,20230501,M,60대,충청남도(세종시 포함),300이상500만원 미만,3,4,3,3,3,3,3,2,3,5,4
53349398,20230501,F,40대,충청남도(세종시 포함),300이상500만원 미만,3,3,3,5,3,3,3,3,4,3,2
53349420,20230501,F,60대,부산광역시,700만원 이상,5,4,4,4,4,5,4,4,4,4,4
53349973,20230501,F,40대,인천광역시,300이상500만원 미만,3,3,5,3,3,3,3,3,3,4,3
53350087,20230501,F,60대,경기도,700만원 이상,4,3,4,2,3,3,2,2,3,3,5
53350671,20230501,M,50대,경상남도,300이상500만원 미만,4,4,2,3,3,1,3,4,3,4,4
53350785,20230501,M,60대,전라남도,모름,2,2,2,2,2,2,2,2,2,2,4
53350788,20230501,F,50대,경상남도,700만원 이상,3,3,3,3,3,3,3,3,3,4,3
53351110,20230501,F,40대,인천광역시,모름,3,3,3,3,3,3,3,3,3,4,5
53351663,20230501,M,60대,인천광역시,300만원 미만,3,4,4,4,4,3,4,3,4,4,3
53351666,20230501,M,30대,경기도,500이상700만원 미만,2,4,3,3,3,3,3,3,2,5,4
53352169,20230501,M,60대,경기도,300만원 미만,3,4,3,5,5,4,4,5,5,5,4
53352278,20230501,M,60대,경기도,300만원 미만,1,1,3,1,1,1,1,4,1,3,3
53352550,20230501,F,30대,서울특별시,300이상500만원 미만,3,5,3,3,3,1,1,3,3,5,5
53352672,20230501,F,60대,대전광역시,300만원 미만,3,3,4,2,3,3,2,3,3,4,4
53352737,20230501,F,40대,경기도,300이상500만원 미만,3,3,3,3,3,4,4,4,3,3,3
53352880,20230501,M,60대,서울특별시,700만원 이상,3,3,2,2,2,2,2,3,4,4,1
53352921,20230501,F,40대,전라북도,300이상500만원 미만,3,5,5,5,4,3,2,5,5,1,5
53353356,20230501,M,50대,경상남도,700만원 이상,3,3,3,3,3,3,3,3,3,3,5
53353411,20230501,F,40대,경기도,700만원 이상,4,3,4,4,4,5,3,3,3,4,4
53353511,20230501,M,20대,경기도,500이상700만원 미만,4,3,3,4,2,3,3,2,2,3,4
53353736,20230501,M,40대,부산광역시,300만원 미만,3,2,3,4,3,3,4,4,2,4,1
53354081,20230501,F,40대,부산광역시,500이상700만원 미만,4,5,3,4,3,4,3,5,3,5,5
53354831,20230501,F,20대,대전광역시,300만원 미만,3,3,3,3,3,3,3,3,3,3,5
53354979,20230501,M,20대,경기도,500이상700만원 미만,4,2,3,1,2,3,2,5,4,5,4
53355372,20230501,M,40대,전라남도,500이상700만원 미만,3,3,3,3,3,4,3,3,3,4,4
53355776,20230501,F,60대,충청남도(세종시 포함),300이상500만원 미만,3,1,3,3,1,2,3,2,1,2,4
