응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,서울특별시여행관심값,경기도인천광역시여행관심값,부산광역시여행관심값,충청남도대전광역시여행관심값,충청북도여행관심값,경상남도울산광역시여행관심값,경상북도대구광역시여행관심값,전라남도광주광역시여행관심값,전라북도여행관심값,강원여행관심값,제주도여행관심값
53368231,20230529,F,60대,부산광역시,300이상500만원 미만,4,3,3,3,3,3,3,3,3,4,3
53342242,20230529,F,60대,부산광역시,300이상500만원 미만,3,4,3,4,4,3,3,3,3,4,3
53361984,20230529,F,60대,부산광역시,300만원 미만,3,3,4,2,3,3,2,2,3,4,3
53346340,20230529,F,60대,대전광역시,700만원 이상,4,3,4,3,3,4,4,4,3,4,4
53369480,20230529,F,50대,경기도,300이상500만원 미만,3,3,4,3,3,4,3,3,3,4,5
53331634,20230529,F,50대,경기도,500이상700만원 미만,1,3,5,3,4,5,1,4,2,4,5
53332131,20230529,F,50대,경기도,700만원 이상,3,3,2,3,3,2,1,3,3,4,4
53329178,20230529,F,50대,경기도,700만원 이상,3,3,4,4,3,2,1,4,5,3,5
53345541,20230529,F,50대,경기도,300이상500만원 미만,2,2,1,3,3,2,3,3,3,3,3
53363368,20230529,F,50대,경기도,700만원 이상,4,3,4,4,4,3,3,4,3,3,5
53337294,20230529,F,50대,경기도,500이상700만원 미만,4,4,4,3,3,3,3,3,4,4,5
53367984,20230529,F,50대,경기도,700만원 이상,4,3,5,3,3,3,4,3,3,3,3
53366167,20230529,F,50대,경기도,300이상500만원 미만,2,3,4,4,3,2,2,4,3,4,4
53333515,20230529,F,50대,경기도,300이상500만원 미만,5,5,1,3,3,1,1,4,4,4,1
53357555,20230529,F,50대,인천광역시,300이상500만원 미만,3,4,3,4,4,2,4,3,2,5,2
53327233,20230529,F,50대,인천광역시,300만원 미만,4,4,4,4,4,3,4,4,4,4,3
53344393,20230529,F,50대,광주광역시,500이상700만원 미만,4,3,4,3,2,4,3,3,4,3,4
53372563,20230529,F,50대,경상남도,300이상500만원 미만,2,2,2,2,2,4,2,4,2,4,4
53352011,20230529,F,50대,경상남도,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53361773,20230529,F,50대,경상남도,300만원 미만,4,3,3,4,4,3,3,4,4,3,3
53331006,20230529,F,40대,경기도,700만원 이상,4,2,4,4,2,2,4,2,4,4,4
53365093,20230529,F,40대,경기도,300이상500만원 미만,4,4,4,3,3,3,4,3,3,4,4
53372877,20230529,F,40대,경기도,300만원 미만,2,3,2,3,3,3,2,3,3,4,4
53374078,20230529,F,40대,경기도,700만원 이상,3,3,4,2,3,3,4,4,4,3,1
53354396,20230529,F,40대,인천광역시,700만원 이상,3,1,2,1,2,1,1,3,1,2,2
53363776,20230529,F,40대,인천광역시,700만원 이상,4,3,4,3,3,3,3,4,4,3,3
53339578,20230529,F,40대,강원도,300만원 미만,3,3,3,2,2,3,3,2,2,3,3
53340650,20230529,F,40대,경상북도,300만원 미만,4,3,2,3,3,2,4,3,2,4,2
53377405,20230529,F,40대,경상북도,모름,4,4,3,3,3,3,3,3,3,4,4
53324033,20230529,F,30대,서울특별시,700만원 이상,3,3,3,2,2,3,3,2,2,3,3
53338922,20230529,F,30대,서울특별시,500이상700만원 미만,1,3,3,3,4,4,3,4,3,4,4
53322774,20230529,F,30대,서울특별시,모름,3,3,5,4,3,3,3,3,2,3,4
53323023,20230529,F,30대,서울특별시,700만원 이상,3,3,4,3,4,4,4,4,4,4,5
53344633,20230529,F,30대,경기도,300이상500만원 미만,1,4,3,3,2,2,2,2,2,3,2
53329479,20230529,F,30대,경기도,700만원 이상,3,5,2,4,4,2,2,4,4,4,5
53370574,20230529,F,30대,경기도,300이상500만원 미만,4,4,4,3,3,3,3,3,3,4,4
53347364,20230529,F,30대,경기도,700만원 이상,5,3,4,3,3,3,3,3,3,3,1
53334990,20230529,F,30대,경기도,300만원 미만,3,3,3,3,3,3,3,2,3,3,3
53327560,20230529,F,30대,경기도,300이상500만원 미만,1,3,5,3,1,3,4,4,4,5,5
53353630,20230529,F,30대,경기도,700만원 이상,3,3,4,4,4,4,4,4,4,4,4
53365175,20230529,F,30대,경기도,300만원 미만,3,3,3,3,3,3,3,3,3,3,3
53330639,20230529,F,30대,인천광역시,700만원 이상,5,3,5,3,3,3,3,4,3,4,5
53375573,20230529,F,20대,경기도,모름,4,3,4,3,3,3,4,3,3,3,4
53362360,20230529,F,20대,경기도,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53362312,20230529,F,20대,경기도,500이상700만원 미만,4,1,2,2,1,2,2,2,2,2,4
53364793,20230529,F,20대,경기도,700만원 이상,3,3,3,4,3,3,4,3,3,3,5
53360895,20230529,F,20대,경기도,300만원 미만,2,3,3,2,4,4,2,4,3,2,4
53362337,20230529,F,20대,경기도,모름,3,3,3,3,3,3,3,3,3,3,3
53363323,20230529,F,20대,대구광역시,모름,4,3,4,3,4,3,3,3,3,4,3
53360001,20230529,F,20대,대구광역시,300이상500만원 미만,4,3,3,3,3,3,3,3,3,4,3
53358385,20230529,F,20대,울산광역시,300이상500만원 미만,3,2,2,1,5,4,4,1,1,3,2
53335660,20230529,M,50대,부산광역시,300이상500만원 미만,5,5,4,3,3,2,3,1,1,4,3
53346346,20230529,M,50대,부산광역시,300이상500만원 미만,2,3,3,3,3,4,3,4,3,4,2
53322211,20230529,M,40대,서울특별시,300이상500만원 미만,3,3,3,3,2,2,2,2,2,4,2
53335468,20230529,M,40대,서울특별시,700만원 이상,3,4,5,3,3,4,3,3,3,4,2
53352995,20230529,M,40대,서울특별시,500이상700만원 미만,3,2,5,3,3,2,3,3,3,4,4
53369607,20230529,M,40대,서울특별시,700만원 이상,3,5,3,4,4,4,3,5,4,3,4
53330759,20230529,M,40대,울산광역시,500이상700만원 미만,5,2,3,2,3,3,1,3,2,5,4
53375223,20230529,M,40대,충청북도,700만원 이상,3,1,1,1,1,1,1,1,1,3,3
53324408,20230529,M,30대,서울특별시,500이상700만원 미만,3,3,3,3,2,2,2,4,3,2,2
53324517,20230529,M,30대,서울특별시,500이상700만원 미만,3,3,2,3,3,3,3,3,3,3,2
53368387,20230529,M,30대,서울특별시,300만원 미만,1,2,5,3,3,3,4,3,3,4,5
53322755,20230529,M,30대,서울특별시,300만원 미만,3,3,3,3,3,3,3,3,3,3,4
53344208,20230529,M,30대,부산광역시,300이상500만원 미만,4,3,3,3,3,4,4,3,3,3,2
53356973,20230529,M,30대,대전광역시,700만원 이상,4,3,4,4,3,3,4,1,4,3,3
53348626,20230529,M,20대,서울특별시,700만원 이상,3,2,2,3,2,2,2,3,3,2,3
53335214,20230529,M,20대,서울특별시,700만원 이상,2,2,3,2,3,3,2,4,2,4,2
429484,20230529,M,20대,서울특별시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,2
53370051,20230529,M,20대,인천광역시,300이상500만원 미만,3,3,4,3,3,3,3,3,3,4,4
53344553,20230529,M,20대,인천광역시,모름,3,3,3,3,3,3,3,3,3,3,3
53369641,20230529,M,20대,충청남도(세종시 포함),700만원 이상,5,4,1,4,3,1,1,1,1,1,3
424161,20230529,M,20대,충청남도(세종시 포함),700만원 이상,3,4,4,3,3,3,3,3,4,4,4
53363818,20230529,M,60대,부산광역시,700만원 이상,3,3,3,3,3,3,3,3,3,3,2
318735,20230529,F,60대,전라남도,500이상700만원 미만,3,4,2,4,3,2,1,5,4,3,4
368912,20230529,M,20대,충청북도,300이상500만원 미만,4,4,4,4,4,4,4,4,4,4,5
433767,20230529,M,20대,경기도,700만원 이상,3,3,2,2,2,3,4,2,2,3,1
439753,20230529,M,20대,전라북도,300만원 미만,4,3,4,3,3,3,3,3,3,3,4
447088,20230529,F,40대,충청북도,700만원 이상,3,4,4,3,3,4,4,4,4,4,4
452044,20230529,M,20대,대전광역시,300만원 미만,5,5,5,5,5,5,5,5,5,5,5
53322423,20230529,F,60대,서울특별시,300이상500만원 미만,3,3,3,2,2,1,2,3,2,4,4
53322978,20230529,F,60대,서울특별시,700만원 이상,4,4,3,4,3,3,4,3,3,4,5
53323082,20230529,M,50대,서울특별시,700만원 이상,3,3,2,3,4,3,3,3,3,4,2
53323443,20230529,F,40대,서울특별시,300이상500만원 미만,3,4,3,3,3,3,3,3,3,5,4
53323767,20230529,F,60대,서울특별시,700만원 이상,3,4,3,4,4,3,2,4,4,4,5
53324113,20230529,F,50대,서울특별시,700만원 이상,4,4,5,3,5,4,4,4,4,4,5
53324288,20230529,F,60대,서울특별시,300만원 미만,3,1,3,3,3,3,4,3,3,3,3
53324319,20230529,F,20대,서울특별시,300만원 미만,3,4,4,3,3,3,4,4,4,3,4
53324365,20230529,F,40대,서울특별시,300이상500만원 미만,3,4,5,1,1,1,1,1,1,1,5
53324755,20230529,M,60대,서울특별시,300만원 미만,3,3,3,3,3,3,3,3,3,4,5
53325601,20230529,F,50대,서울특별시,700만원 이상,1,1,2,1,1,1,1,1,1,3,1
53325663,20230529,M,60대,서울특별시,700만원 이상,3,3,5,3,3,4,4,4,4,3,3
53325964,20230529,M,40대,충청남도(세종시 포함),700만원 이상,5,1,4,3,3,2,2,1,3,3,3
53327091,20230529,M,30대,인천광역시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53327158,20230529,M,30대,경기도,300만원 미만,3,3,4,3,3,3,5,3,3,4,5
53327393,20230529,M,60대,경상남도,700만원 이상,3,3,3,3,3,3,3,4,3,4,4
53327865,20230529,F,50대,대구광역시,500이상700만원 미만,3,1,2,1,4,2,2,5,2,3,4
53327955,20230529,M,30대,경기도,300이상500만원 미만,3,2,4,3,3,3,2,3,3,4,5
53328321,20230529,M,60대,대구광역시,700만원 이상,2,2,4,2,2,3,3,2,2,2,3
53328732,20230529,M,50대,경기도,700만원 이상,4,4,3,3,3,4,2,3,3,4,5
53329198,20230529,M,40대,경상북도,300이상500만원 미만,2,2,2,2,2,2,2,2,2,2,2
53329555,20230529,M,50대,경상남도,500이상700만원 미만,1,2,2,3,3,3,3,1,2,3,1
53330333,20230529,M,50대,제주도,500이상700만원 미만,5,3,3,4,3,4,3,3,3,3,3
53331078,20230529,M,40대,충청남도(세종시 포함),500이상700만원 미만,1,1,5,3,1,4,4,3,2,4,4
53331716,20230529,F,40대,서울특별시,300이상500만원 미만,1,5,5,3,3,2,1,1,3,5,5
53332462,20230529,F,50대,충청남도(세종시 포함),700만원 이상,4,3,4,4,4,4,4,4,3,2,4
53332673,20230529,M,20대,대구광역시,300만원 미만,3,3,3,3,3,3,3,3,3,3,3
53332692,20230529,F,30대,충청남도(세종시 포함),500이상700만원 미만,2,3,4,4,4,3,3,3,3,3,5
53332776,20230529,M,20대,경기도,모름,1,4,1,1,1,1,1,1,1,3,1
53332795,20230529,M,30대,경상남도,300이상500만원 미만,2,1,2,1,1,1,1,1,1,3,1
53332840,20230529,M,30대,경기도,500이상700만원 미만,5,4,1,3,3,3,3,3,3,4,4
53333513,20230529,F,60대,경기도,700만원 이상,3,2,4,3,3,3,3,4,4,3,3
53333582,20230529,F,30대,경상북도,300만원 미만,3,3,3,3,3,3,3,3,2,2,3
53333873,20230529,M,40대,전라북도,500이상700만원 미만,4,3,5,3,3,4,3,3,5,4,5
53334549,20230529,M,60대,경상북도,700만원 이상,3,3,4,3,3,4,2,4,4,4,4
53334710,20230529,M,60대,전라남도,500이상700만원 미만,3,4,4,1,3,2,3,3,1,5,5
53335914,20230529,M,30대,경기도,700만원 이상,3,3,4,3,3,4,4,3,3,4,4
53336303,20230529,M,50대,서울특별시,700만원 이상,4,4,4,3,3,5,3,4,4,5,5
53336747,20230529,F,50대,경상북도,500이상700만원 미만,3,2,3,3,3,3,3,3,3,3,3
53336873,20230529,F,50대,부산광역시,300이상500만원 미만,4,1,3,3,2,2,3,3,1,4,2
53337001,20230529,M,50대,서울특별시,300이상500만원 미만,5,3,4,3,3,3,3,3,3,4,5
53337023,20230529,M,60대,대전광역시,300이상500만원 미만,2,3,3,3,3,3,3,4,3,4,2
53337505,20230529,M,40대,충청남도(세종시 포함),700만원 이상,2,3,3,3,3,3,3,3,4,4,3
53337581,20230529,F,20대,인천광역시,모름,4,1,5,1,3,1,3,3,1,3,4
53337749,20230529,M,40대,전라북도,500이상700만원 미만,5,4,5,4,4,4,3,2,2,5,5
53338242,20230529,F,60대,서울특별시,300만원 미만,2,4,2,3,4,4,3,3,3,5,5
53338305,20230529,M,50대,대전광역시,700만원 이상,4,2,4,3,4,4,3,3,2,4,5
53338344,20230529,M,60대,전라북도,300이상500만원 미만,3,4,4,4,3,3,3,3,4,4,3
53338642,20230529,M,40대,경기도,700만원 이상,2,3,2,3,2,1,1,3,3,3,1
53338837,20230529,F,60대,제주도,500이상700만원 미만,2,4,3,3,3,3,3,3,4,3,3
53339024,20230529,M,60대,경기도,300이상500만원 미만,3,3,4,2,4,4,4,2,2,4,4
53339271,20230529,F,40대,경상남도,500이상700만원 미만,3,3,3,4,3,4,3,4,3,4,4
53339320,20230529,F,20대,부산광역시,700만원 이상,5,4,3,3,3,3,3,3,3,3,4
53339347,20230529,M,40대,경기도,500이상700만원 미만,2,2,4,2,2,2,2,4,4,4,4
53339427,20230529,M,60대,울산광역시,300만원 미만,1,2,4,4,4,1,2,1,3,4,5
53339550,20230529,F,40대,서울특별시,300이상500만원 미만,4,3,3,3,3,3,4,1,1,1,1
53340652,20230529,M,50대,광주광역시,500이상700만원 미만,4,3,4,5,4,4,5,5,5,4,4
53340827,20230529,M,30대,경상남도,300이상500만원 미만,4,3,4,3,3,3,3,3,3,4,5
53340866,20230529,F,30대,부산광역시,300이상500만원 미만,2,3,2,3,3,3,2,4,4,3,2
53341743,20230529,F,40대,서울특별시,500이상700만원 미만,3,3,4,4,3,2,2,2,2,1,2
53342427,20230529,F,40대,부산광역시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53342619,20230529,F,20대,강원도,500이상700만원 미만,4,4,4,4,4,4,4,4,4,3,4
53343520,20230529,F,20대,광주광역시,300만원 미만,4,4,4,3,3,4,4,3,3,4,4
53343733,20230529,M,40대,경기도,300이상500만원 미만,2,2,4,3,2,2,2,2,2,2,2
53343969,20230529,M,50대,충청북도,700만원 이상,4,2,4,2,2,3,3,4,4,4,5
53344760,20230529,M,50대,서울특별시,500이상700만원 미만,3,3,4,3,3,4,4,1,1,4,4
53344764,20230529,F,30대,전라남도,500이상700만원 미만,4,4,3,2,3,4,3,3,3,3,2
53344997,20230529,F,50대,서울특별시,700만원 이상,3,3,1,1,1,3,3,1,1,3,3
53345966,20230529,M,40대,경기도,700만원 이상,3,3,4,3,3,3,3,3,3,4,3
53346422,20230529,F,60대,경기도,300만원 미만,3,4,4,3,3,3,3,4,3,4,3
53346825,20230529,M,50대,울산광역시,700만원 이상,4,4,4,3,3,2,3,3,3,3,4
53347103,20230529,F,20대,서울특별시,300이상500만원 미만,3,3,3,4,3,3,5,3,3,2,2
53347713,20230529,M,60대,부산광역시,500이상700만원 미만,3,3,3,3,3,3,3,3,3,4,2
53347881,20230529,F,20대,서울특별시,500이상700만원 미만,3,4,3,3,3,3,2,3,3,2,5
53348193,20230529,F,30대,충청남도(세종시 포함),500이상700만원 미만,1,3,3,3,3,3,3,3,3,4,4
53348343,20230529,M,40대,경기도,700만원 이상,1,4,4,3,2,2,3,4,4,4,4
53348371,20230529,F,60대,경기도,300만원 미만,3,4,4,4,3,3,3,3,3,4,5
53349132,20230529,M,60대,전라북도,300이상500만원 미만,2,4,4,3,4,3,2,1,3,4,4
53349176,20230529,F,20대,서울특별시,500이상700만원 미만,4,3,4,1,1,2,1,2,1,2,5
53349335,20230529,F,60대,경상북도,300이상500만원 미만,3,3,4,3,3,3,4,3,3,3,3
53349858,20230529,F,20대,인천광역시,모름,3,4,3,5,4,2,2,4,4,4,2
53349998,20230529,M,50대,인천광역시,300이상500만원 미만,2,3,3,2,2,4,4,2,2,4,4
53350059,20230529,F,60대,경상북도,700만원 이상,3,3,4,4,4,4,4,3,3,4,3
53350101,20230529,M,40대,부산광역시,500이상700만원 미만,1,4,3,3,2,3,1,2,2,1,3
53350246,20230529,F,60대,서울특별시,500이상700만원 미만,3,2,2,3,3,3,2,4,3,4,1
53350470,20230529,F,60대,경기도,300만원 미만,3,3,3,4,3,3,3,3,3,4,3
53350891,20230529,M,60대,경기도,300이상500만원 미만,2,4,5,4,3,3,4,3,3,3,2
53350948,20230529,F,40대,경상남도,700만원 이상,3,2,4,4,4,4,4,2,3,3,4
53351022,20230529,M,60대,인천광역시,300이상500만원 미만,2,3,2,3,3,2,2,3,3,3,2
53351577,20230529,M,60대,서울특별시,300만원 미만,3,3,3,3,2,2,3,2,1,4,4
53351885,20230529,F,50대,전라남도,500이상700만원 미만,4,3,4,3,1,3,3,3,4,3,4
53351936,20230529,M,20대,경기도,300만원 미만,4,3,3,3,3,3,3,3,3,3,4
53351988,20230529,F,50대,서울특별시,700만원 이상,1,2,5,3,3,4,5,5,4,5,5
53352512,20230529,F,40대,전라북도,300이상500만원 미만,4,3,4,3,2,2,2,2,3,2,4
53353013,20230529,M,60대,서울특별시,500이상700만원 미만,3,3,3,4,3,3,3,3,3,4,3
53353206,20230529,F,40대,대구광역시,300이상500만원 미만,4,3,4,3,3,4,3,3,3,4,4
53353580,20230529,M,50대,경상북도,500이상700만원 미만,1,2,1,3,2,1,1,1,2,3,5
53354235,20230529,M,40대,강원도,300이상500만원 미만,3,2,2,3,2,2,1,1,1,3,2
53354717,20230529,M,50대,강원도,500이상700만원 미만,4,3,3,3,3,3,3,4,3,3,3
53354769,20230529,F,50대,대구광역시,모름,1,5,1,1,1,1,3,1,1,5,1
53354914,20230529,M,50대,대전광역시,300이상500만원 미만,3,3,3,3,2,3,3,3,3,4,4
53355617,20230529,F,40대,부산광역시,700만원 이상,3,4,3,3,3,3,3,4,4,5,5
53356134,20230529,F,20대,부산광역시,700만원 이상,5,2,1,3,3,3,3,3,3,2,3
53356208,20230529,M,60대,서울특별시,700만원 이상,3,4,2,3,2,2,2,1,2,3,2
53356311,20230529,M,40대,전라남도,700만원 이상,3,3,3,3,3,3,3,3,3,3,4
53356418,20230529,F,20대,서울특별시,700만원 이상,4,4,4,2,2,2,2,2,2,3,3
53356577,20230529,M,40대,경기도,700만원 이상,3,3,4,3,3,3,3,3,3,4,3
53357215,20230529,F,20대,대전광역시,500이상700만원 미만,5,5,5,3,5,3,3,5,5,4,5
53357691,20230529,F,50대,경상북도,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53358277,20230529,M,60대,경기도,300이상500만원 미만,3,3,3,2,2,2,2,3,3,3,3
53358464,20230529,M,40대,경기도,500이상700만원 미만,3,3,5,3,3,3,1,3,3,5,4
53358490,20230529,F,60대,경기도,300만원 미만,3,3,1,3,3,1,1,2,2,3,1
53359042,20230529,M,50대,서울특별시,500이상700만원 미만,3,3,1,4,3,1,1,4,3,3,3
53359075,20230529,M,20대,경기도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53359289,20230529,F,50대,울산광역시,300만원 미만,3,3,3,3,3,3,3,3,2,4,4
53359704,20230529,M,60대,인천광역시,700만원 이상,3,3,3,3,3,3,3,3,3,4,4
53359982,20230529,F,30대,대구광역시,300만원 미만,3,3,4,3,3,4,4,3,3,4,5
53360379,20230529,F,40대,서울특별시,500이상700만원 미만,3,4,4,3,3,3,3,2,3,3,1
53360455,20230529,F,50대,충청북도,300만원 미만,3,3,3,3,2,3,3,3,3,3,4
53360644,20230529,F,40대,경상남도,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53360745,20230529,M,50대,전라북도,700만원 이상,3,3,4,3,3,3,4,4,3,3,5
53361103,20230529,F,60대,충청남도(세종시 포함),500이상700만원 미만,3,1,4,3,3,1,3,1,1,4,1
53361163,20230529,M,60대,경기도,500이상700만원 미만,3,3,4,3,3,3,3,3,3,4,4
53361239,20230529,M,50대,전라북도,500이상700만원 미만,4,3,4,2,3,4,4,4,2,4,5
53361863,20230529,M,50대,경기도,500이상700만원 미만,3,3,5,3,3,4,2,4,3,3,2
53361896,20230529,F,40대,전라북도,300이상500만원 미만,4,3,4,3,3,4,3,3,3,4,4
53362064,20230529,M,40대,부산광역시,300이상500만원 미만,5,5,3,3,3,5,1,4,3,5,1
53362203,20230529,M,40대,부산광역시,300만원 미만,4,4,4,4,4,4,4,4,4,4,4
53362297,20230529,M,60대,경기도,500이상700만원 미만,3,4,4,3,4,4,4,4,4,4,3
53362459,20230529,F,50대,충청남도(세종시 포함),300만원 미만,3,3,3,3,3,3,3,3,3,3,3
53362532,20230529,F,50대,강원도,500이상700만원 미만,4,3,3,2,3,4,2,3,2,3,3
53363164,20230529,M,60대,대전광역시,700만원 이상,4,4,4,4,4,4,2,5,5,4,2
53363437,20230529,M,50대,인천광역시,700만원 이상,3,4,1,1,3,1,1,1,1,1,1
53363517,20230529,M,40대,대구광역시,300이상500만원 미만,3,4,1,4,5,3,1,5,5,5,4
53363651,20230529,F,60대,경기도,500이상700만원 미만,4,2,4,2,3,3,4,3,4,4,3
53363766,20230529,F,40대,전라북도,300이상500만원 미만,5,4,4,3,3,3,3,3,3,3,4
53363859,20230529,F,50대,서울특별시,300이상500만원 미만,3,3,4,3,3,3,3,3,3,4,4
53363884,20230529,F,20대,강원도,300만원 미만,3,4,4,4,3,3,4,3,3,4,5
53364587,20230529,M,50대,경상북도,500이상700만원 미만,3,3,3,3,3,3,3,4,3,3,4
53364688,20230529,M,50대,대구광역시,300만원 미만,2,1,4,1,1,3,3,3,1,2,1
53366178,20230529,M,20대,대구광역시,모름,3,3,3,3,3,3,3,1,1,3,3
53366889,20230529,M,60대,경기도,300이상500만원 미만,3,3,4,4,4,4,4,4,4,4,5
53367529,20230529,F,40대,충청남도(세종시 포함),300만원 미만,4,1,4,3,2,1,3,2,1,2,4
53369371,20230529,M,50대,전라남도,500이상700만원 미만,5,2,3,2,2,2,2,2,2,4,5
53369625,20230529,M,50대,인천광역시,300이상500만원 미만,3,3,2,3,3,2,3,3,3,2,3
53369755,20230529,M,50대,울산광역시,700만원 이상,3,3,3,3,3,2,3,3,3,4,5
53369758,20230529,M,40대,경기도,500이상700만원 미만,3,2,3,1,1,1,3,1,2,2,4
53370016,20230529,M,60대,부산광역시,500이상700만원 미만,1,3,3,3,3,3,4,3,3,3,1
53370397,20230529,F,60대,전라남도,500이상700만원 미만,3,3,3,3,3,3,3,3,3,3,3
53371342,20230529,F,60대,울산광역시,300이상500만원 미만,2,3,2,3,4,3,2,4,4,4,2
53371668,20230529,F,30대,강원도,500이상700만원 미만,5,5,5,2,2,2,2,2,2,2,5
53371903,20230529,M,40대,경기도,500이상700만원 미만,2,3,3,4,3,2,4,4,3,4,4
53372139,20230529,F,60대,경기도,300이상500만원 미만,5,5,5,5,5,5,5,5,5,5,5
53372250,20230529,F,30대,부산광역시,300이상500만원 미만,3,3,3,3,3,3,3,3,3,3,3
53372689,20230529,F,40대,경상남도,300이상500만원 미만,1,1,1,1,4,1,1,5,4,5,5
53373137,20230529,M,30대,경상북도,500이상700만원 미만,3,3,3,3,3,3,4,3,3,3,5
53373832,20230529,M,60대,광주광역시,500이상700만원 미만,4,3,4,4,4,3,3,3,3,4,3
53375093,20230529,M,60대,경기도,700만원 이상,4,4,3,4,3,2,2,3,4,3,3
53376313,20230529,F,60대,경기도,300만원 미만,3,3,4,3,3,3,4,3,3,4,4
53376412,20230529,M,50대,대구광역시,700만원 이상,3,2,2,2,3,2,3,2,3,4,3
53376850,20230529,M,50대,전라남도,500이상700만원 미만,3,2,4,3,3,3,2,3,2,3,4
53376908,20230529,F,40대,경상남도,300만원 미만,3,3,3,3,3,3,3,3,3,3,5
53377436,20230529,F,60대,경기도,700만원 이상,3,4,4,4,3,4,4,3,4,5,5
53352713,20230522,F,50대,충청북도,300이상500만원 미만,3,2,3,3,4,4,3,3,1,4,2
53351200,20230522,F,50대,충청북도,500이상700만원 미만,3,4,4,3,3,4,3,3,4,3,2
53374070,20230522,F,50대,경상남도,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53351448,20230522,F,50대,경상남도,300이상500만원 미만,3,4,2,3,3,3,3,3,3,3,2
53368367,20230522,F,40대,경기도,모름,3,3,3,3,3,3,3,3,3,3,4
53327331,20230522,F,40대,경기도,700만원 이상,3,3,4,3,3,1,1,1,3,3,1
53345849,20230522,F,40대,경기도,700만원 이상,3,3,3,3,3,3,3,3,3,3,3
53372945,20230522,F,40대,경기도,700만원 이상,3,1,5,1,1,4,1,4,1,3,2
53374638,20230522,F,40대,경기도,500이상700만원 미만,3,3,4,3,3,2,3,3,3,4,4
53339898,20230522,F,40대,경기도,300이상500만원 미만,5,4,3,3,3,4,3,3,3,5,5
53350961,20230522,F,40대,경기도,700만원 이상,3,3,4,2,3,1,2,1,3,4,4
53363129,20230522,F,40대,경기도,700만원 이상,4,3,3,4,3,3,3,3,3,4,4
53333180,20230522,F,40대,경기도,700만원 이상,3,3,3,4,5,4,3,4,3,3,3
53356482,20230522,F,40대,경기도,500이상700만원 미만,3,3,5,3,3,4,3,3,3,4,3
53348695,20230522,F,40대,경기도,700만원 이상,1,4,4,3,3,3,3,3,4,3,2
53359682,20230522,F,40대,부산광역시,500이상700만원 미만,4,3,1,2,2,2,2,3,2,4,5
53369386,20230522,F,40대,부산광역시,300만원 미만,3,3,3,3,3,3,3,3,4,3,3
53371152,20230522,F,40대,대구광역시,700만원 이상,3,4,3,2,2,2,2,4,4,4,5
53327921,20230522,F,40대,대구광역시,300이상500만원 미만,4,4,3,4,4,4,3,4,3,4,5
53326001,20230522,F,40대,강원도,300이상500만원 미만,3,5,4,4,4,5,3,4,2,4,4
53330394,20230522,F,40대,강원도,300이상500만원 미만,3,5,4,3,3,3,3,3,5,5,5
53336290,20230522,F,40대,전라남도,500이상700만원 미만,4,3,4,4,3,3,3,3,3,4,5
53327241,20230522,F,30대,경기도,500이상700만원 미만,3,3,5,3,3,4,3,3,3,4,5
53364568,20230522,F,30대,경기도,500이상700만원 미만,3,3,4,4,3,3,3,3,3,4,3
53331057,20230522,F,30대,경기도,300이상500만원 미만,2,2,2,3,2,2,2,1,2,2,2
53326963,20230522,F,30대,경기도,모름,3,2,4,3,2,2,2,3,3,3,2
53329287,20230522,F,30대,경기도,300이상500만원 미만,4,3,3,4,3,3,4,4,3,4,4
53327024,20230522,F,30대,경기도,700만원 이상,3,3,4,2,2,3,3,1,1,4,4
53355578,20230522,F,30대,서울특별시,300만원 미만,4,1,4,2,1,1,1,1,2,1,1
53324449,20230522,F,30대,서울특별시,700만원 이상,3,3,4,3,3,3,3,3,3,4,4
53363765,20230522,F,30대,서울특별시,700만원 이상,3,3,3,3,3,3,3,2,3,5,3
53364942,20230522,F,30대,전라북도,500이상700만원 미만,3,3,5,4,3,4,4,4,3,4,5
53323619,20230522,F,20대,서울특별시,300이상500만원 미만,1,4,4,3,3,3,3,4,4,2,3
53323846,20230522,F,20대,서울특별시,300만원 미만,1,4,5,2,4,3,1,4,3,4,5
53344096,20230522,F,20대,서울특별시,300이상500만원 미만,4,4,4,4,2,4,3,3,3,2,4
53325301,20230522,F,20대,서울특별시,300만원 미만,1,1,1,1,1,1,1,1,1,1,1
53337707,20230522,F,20대,서울특별시,700만원 이상,3,4,3,3,3,3,3,3,3,3,3
53363243,20230522,F,20대,서울특별시,700만원 이상,3,3,4,3,3,3,3,3,3,2,4
53354162,20230522,F,20대,경기도,700만원 이상,5,4,5,3,3,4,4,4,4,4,5
53330298,20230522,F,20대,경기도,모름,3,3,3,3,3,3,3,3,3,3,3
53348137,20230522,F,20대,경기도,500이상700만원 미만,4,1,5,3,3,3,4,3,3,3,5
53335557,20230522,F,20대,경기도,700만원 이상,3,3,3,3,3,4,4,3,3,4,4
